epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
104,1859.35,1.4934,2.36438,0.16195,0.86451,1.56187,0.88089,0.94194,0.95376,0.58388,0.85925,0.93548,0.92537,0.59241,1.40804,1.44243,0.02807,0.85875,1.26572,0.001382,0.001382,0.001382
105,1876.26,1.56162,2.37593,0.16178,0.88945,1.59772,0.84736,0.93548,0.94645,0.57613,0.83536,0.92258,0.92491,0.58002,1.39662,1.44112,0.02574,0.72804,1.25481,0.001376,0.001376,0.001376
106,1892.92,1.53015,2.29113,0.15634,0.86198,1.58252,0.84491,0.94194,0.94726,0.504,0.84431,0.94194,0.94183,0.57773,1.62529,1.51041,0.02128,0.98203,1.32851,0.00137,0.00137,0.00137
107,1914.66,1.53597,2.41293,0.17062,0.88964,1.59677,0.85202,0.93548,0.93986,0.50203,0.84577,0.92903,0.92765,0.56373,1.62031,1.45489,0.02671,0.87895,1.32738,0.001364,0.001364,0.001364
108,1931.37,1.53981,2.39539,0.15961,0.86584,1.62771,0.87297,0.90968,0.93962,0.50759,0.85514,0.89677,0.913,0.59232,1.6561,1.39812,0.02542,0.8694,1.34876,0.001358,0.001358,0.001358
109,1947.07,1.51591,2.32241,0.17255,0.87509,1.59035,0.86891,0.90968,0.94891,0.55704,0.86275,0.90323,0.93689,0.61482,1.49906,1.40699,0.03226,0.77292,1.3006,0.001352,0.001352,0.001352
110,1961.74,1.51941,2.29428,0.16362,0.85417,1.58964,0.80439,0.95512,0.94787,0.54806,0.79896,0.94867,0.93816,0.59447,1.58702,1.40749,0.02162,1.04743,1.33686,0.001346,0.001346,0.001346
111,1982.8,1.50324,2.24239,0.15997,0.84961,1.5847,0.82654,0.92227,0.92781,0.49686,0.82076,0.91582,0.91974,0.58564,1.63825,1.40662,0.02229,1.00606,1.35449,0.00134,0.00134,0.00134
112,2000.48,1.5283,2.35272,0.16322,0.86522,1.59344,0.83762,0.96129,0.91728,0.42802,0.81476,0.94194,0.89267,0.55212,1.80403,1.47727,0.02063,1.10259,1.47012,0.001334,0.001334,0.001334
113,2015.49,1.53515,2.23826,0.16583,0.86431,1.59247,0.86054,0.91562,0.94771,0.55003,0.85448,0.90917,0.94211,0.59136,1.49152,1.40336,0.03083,0.71491,1.29628,0.001328,0.001328,0.001328
114,2032.11,1.52328,2.37802,0.15714,0.88601,1.61459,0.85511,0.91386,0.95236,0.54004,0.82313,0.90076,0.9215,0.58944,1.49723,1.41619,0.03008,0.88694,1.30884,0.001322,0.001322,0.001322
115,2052.4,1.51758,2.37563,0.1599,0.87948,1.57637,0.8406,0.91864,0.94221,0.51407,0.82879,0.90573,0.92379,0.58884,1.60357,1.41891,0.02706,0.90192,1.37818,0.001316,0.001316,0.001316
